,PDB code,Resolution (A),Bnet
74599,2DOU,2.3,1.265681771
74600,8DVP,1.54,1.265656166
74601,2ZC8,1.95,1.265654898
74602,9EO5,1.99,1.26565228
74603,4MRS,2.35,1.265645926
74604,7FJV,1.63,1.265629161
74605,4KLQ,2,1.265625204
74606,2VEU,2.4,1.265622268
74607,3ML3,2,1.265590417
74608,6Z1M,2.45,1.265571781
74609,4YQV,2.06,1.265558572
74610,4PKT,2.4,1.265528835
74611,5JNV,1.6,1.265523896
74612,2IK8,2.71,1.26550951
74613,2JGZ,2.9,1.265499545
74614,2WC7,2.37,1.265481355
74615,4OKH,2.45,1.265480858
74616,4D2T,2.7,1.265453636
74617,5NT1,2.82,1.265453251
74618,4DE8,1.95,1.265431993
74619,7FO3,1.59,1.265421496
74620,6KOY,2.35,1.265414299
74621,3TTH,3.3,1.265406164
74622,4O07,1.86,1.265406026
74623,6HHN,1.47,1.265397416
74624,3DDQ,1.8,1.265394628
74625,3P4K,2.3,1.265393874
74626,1SIG,2.6,1.265392893
74627,8YI1,2.4,1.265388721
74628,6LPP,2.65,1.26538214
74629,7G2Q,1.83,1.265382014
74630,2RI1,2.03,1.265371676
74631,2HA2,2.05,1.265368553
74632,8SIU,1.8,1.265367941
74633,4X2D,2.5,1.265360946
74634,5WI3,1.81,1.265360705
74635,1U6R,1.65,1.265349232
74636,3OB7,2.75,1.265323162
74637,3AFO,2,1.265322317
74638,6DSW,1.59,1.265300272
74639,7FIQ,2.22,1.265290228
74640,2UZO,2.3,1.265287906
74641,6D22,2.46,1.265283251
74642,6FYI,2.6,1.265263833
74643,8AOG,1.6,1.265257528
74644,7R2G,1.98,1.265256674
74645,6ERB,2.2,1.265242053
74646,6IZO,1.94,1.265235289
74647,6B4A,2,1.265225392
74648,7C0S,1.85,1.265215593
74649,5CXG,2.1,1.265206082
74650,4IKW,2,1.265181662
74651,6B2I,2.5,1.265180702
74652,5IA5,1.78,1.265173827
74653,2ZXR,2.15,1.265168613
74654,8JSD,1.41,1.265163918
74655,3SZ8,2.05,1.265145373
74656,2CZU,2.1,1.265141955
74657,4JL3,2.5,1.265139509
74658,3I50,3,1.265132849
74659,6MIP,2,1.265132799
74660,6R4M,2.8,1.265114697
74661,6PID,1.55,1.265104024
74662,3VUY,1.98,1.265099985
74663,6JN1,2.38,1.265071667
74664,4NUA,1.43,1.26506536
74665,2CXL,3.2,1.265062729
74666,3GT7,2.3,1.265061401
74667,2QYH,2.6,1.265059565
74668,8XE0,2.2,1.265042551
74669,7VM4,2.01,1.265036713
74670,7XNC,2.1,1.265029663
74671,6AFJ,1.48,1.265023192
74672,3PMN,2.2,1.265020445
74673,8SC7,1.98,1.264976221
74674,3B6W,1.7,1.264956488
74675,6ZPB,1.72,1.264941867
74676,8E0F,2.7,1.264936436
74677,3C3A,2.3,1.26493286
74678,7SPY,2.23,1.264925821
74679,3DZA,1.65,1.264920748
74680,8HE4,1.93,1.264915612
74681,1GEG,1.7,1.264901365
74682,2CV8,2.8,1.264889797
74683,4RYA,1.5,1.264879971
74684,3RPJ,1.9,1.264875743
74685,5EB9,2.01,1.264873839
74686,7D7U,2,1.264862967
74687,4FYY,1.94,1.264855537
74688,7QOB,1.8,1.264833131
74689,4EJR,2,1.264815315
74690,7ETI,1.95,1.264812783
74691,5ST9,1.4,1.264787841
74692,6AOA,1.4,1.264753216
74693,6PQ9,2.19,1.264733959
74694,4ZJI,1.99,1.264684494
74695,6I2C,1.82,1.264666984
74696,6V40,2.1,1.264665005
74697,6BJM,1.45,1.264645474
74698,4J16,2.41,1.264636968
74699,4TMB,1.8,1.264628675
74700,5T6A,2.05,1.26462267
74701,1Z21,1.5,1.264618077
74702,1RPM,2.3,1.264603373
74703,4C9B,2,1.264586596
74704,8K9V,1.92,1.264572327
74705,4XHO,2.65,1.264569461
74706,6XD0,2.01,1.26456787
74707,9JDN,2.18,1.264562364
74708,6KNW,2.67,1.264551274
74709,5SEJ,2.44,1.264548321
74710,5I02,1.25,1.264527818
74711,2B6E,1.9,1.264521445
74712,4EZX,1.7,1.26450591
74713,1FST,2.7,1.264504568
74714,4G03,2.22,1.264482547
74715,2O67,2.5,1.26447621
74716,5KGD,1.98,1.264474823
74717,8IG9,1.68,1.264456592
74718,4YIH,1.82,1.264456276
74719,4KFB,1.85,1.264452769
74720,5W4Y,1.9,1.264441771
74721,3O63,2.35,1.264440259
74722,3VXS,1.8,1.264418271
74723,4UH6,1.98,1.264402956
74724,3PJT,2.52,1.264398114
74725,3KVL,1.85,1.264389051
74726,5WCH,2.5,1.264371201
74727,4OU5,1.99,1.264347628
74728,8CBT,2.14,1.26433108
74729,6YR5,2.25,1.264329723
74730,1TQ2,2.7,1.264325958
74731,4BVO,1.7,1.264324241
74732,4DLA,2.14,1.264307074
74733,5O0A,1.8,1.264305198
74734,6IGT,2.4,1.264290324
74735,3D2C,2.18,1.264267238
74736,3M1W,1.38,1.264255755
74737,5DWS,1.65,1.264244285
74738,2QE3,2.5,1.264237914
74739,1R0L,2.7,1.264234143
74740,6AMM,2.8,1.264231064
74741,3VHC,1.41,1.26421707
74742,4WHG,2.18,1.264215862
74743,5UYR,3.45,1.264205394
74744,7AB3,2.4,1.264194737
74745,4BI0,2.84,1.264157193
74746,5DOQ,3.05,1.264115573
74747,5ILE,1.77,1.264115407
74748,2FWT,1.85,1.264113396
74749,7PC1,1.9,1.264100217
74750,8A19,2.36,1.264092813
74751,7CI9,1.9,1.264090852
74752,1LBX,2.4,1.26408924
74753,8SJ8,2.5,1.264049644
74754,2PBQ,1.7,1.264048779
74755,3HOU,3.2,1.264037138
74756,7APP,1.7,1.264014981
74757,6NNZ,2.3,1.264003889
74758,3GIQ,1.8,1.263973685
74759,5HK5,2.9,1.263969521
74760,4CA5,1.85,1.263963532
74761,4U90,2,1.263960264
74762,5OO3,1.73,1.263957875
74763,2J7V,1.9,1.263937722
74764,6CQA,2.2,1.263928199
74765,7L59,2.68,1.263920153
74766,3TWP,1.83,1.263894406
74767,3L4O,2.05,1.263876838
74768,4DVJ,1.99,1.263867355
74769,3VN0,1.37,1.263851928
74770,3LFT,1.35,1.263843218
74771,3ZL5,2.49,1.26384222
74772,1E83,2.05,1.263841202
74773,1W5B,2.2,1.263839067
74774,4A6D,2.4,1.263831281
74775,5OMP,1.88,1.263821863
74776,5IXU,2.5,1.26379338
74777,3U4I,2.12,1.263772325
74778,6UM4,2.05,1.263768203
74779,2VGO,1.7,1.263762984
74780,6QNM,2.1,1.263712366
74781,6Q4R,1.6,1.263689271
74782,1W9F,2.25,1.263682512
74783,4XNQ,2,1.263658775
74784,5F5I,2.63,1.26365452
74785,4LJO,1.56,1.263645247
74786,2R91,2,1.263621322
74787,5YU3,1.79,1.263575037
74788,6ZMK,2.38,1.263574126
74789,6MM7,1.85,1.263538302
74790,6G8K,1.25,1.263534351
74791,8SJ2,2.23,1.263495275
74792,3PU5,2.05,1.26349362
74793,5CC1,2.3,1.263493156
74794,6K7Z,1.8,1.263488323
74795,7X0H,1.85,1.263474271
74796,2I4L,2,1.263472534
74797,3G1T,1.7,1.263461348
74798,1DDO,3.1,1.263455634
74799,3VHP,1.93,1.263440708
74800,4TZA,1.9,1.263437525
74801,8QJC,2.49,1.263432483
74802,4DHM,1.7,1.263420702
74803,8UAB,1.78,1.263386563
74804,8TVM,2.1,1.263376767
74805,5C7N,1.75,1.263343176
74806,6OFR,2.4,1.263338193
74807,5LZ9,2.06,1.263327334
74808,1Z05,2,1.263307973
74809,5LNR,1.61,1.263293092
74810,1E7Z,2.05,1.263286518
74811,8C59,1.7,1.263282859
74812,2CLP,3,1.263277734
74813,1QW6,2.1,1.263275595
74814,9JFF,2.15,1.263272231
74815,4PQX,2.39,1.26326065
74816,6EAJ,2.85,1.263255167
74817,1T1L,2.8,1.26322312
74818,3BNZ,2.6,1.2632102
74819,3F6P,1.95,1.263206838
74820,8AFP,3,1.263190088
74821,1T5H,2,1.263157836
74822,4EIK,1.6,1.263155083
74823,2IO2,2.9,1.263146468
74824,5JFK,2.65,1.263144051
74825,6K1N,2.26,1.263140915
74826,4B8P,2.3,1.263134617
74827,2Z2J,2.35,1.263123338
74828,3Q88,1.7,1.263116172
74829,3OQZ,2.5,1.263094877
74830,3ESY,2.39,1.263066748
74831,7XZG,1.88,1.263057539
74832,8XDQ,1.77,1.263055798
74833,6PHH,2.4,1.263051962
74834,3FHO,2.8,1.263050551
74835,5LS1,1.85,1.263038903
74836,7A0C,1.9,1.263019516
74837,5FT6,2.05,1.263017174
74838,4ZZQ,2.1,1.262977207
74839,2GHB,2.1,1.262960688
74840,5GS0,3.27,1.262952547
74841,3MTC,2.4,1.262947219
74842,5TYO,1.57,1.262933353
74843,6KO7,1.7,1.262926962
74844,5UXN,2.2,1.262923206
74845,2HSE,2.6,1.262918986
74846,5IF5,2.25,1.262884803
74847,3P1J,2.58,1.262883249
74848,1Z74,2.7,1.262882
74849,3A1B,2.29,1.262878222
74850,4IWB,1.75,1.26287561
74851,2NXF,1.7,1.262872442
74852,5LV2,2.29,1.262846905
74853,6V77,1.75,1.262846786
74854,3HFW,1.92,1.262834
74855,5FYT,1.87,1.262824742
74856,5OAH,1.8,1.262804002
74857,1XW2,1.76,1.262798344
74858,6D4P,2.11,1.262791359
74859,7S8D,2.02,1.262782013
74860,4U2R,1.41,1.262779874
74861,3ZDQ,2.85,1.262779723
74862,6RJ6,1.98,1.262773773
74863,5E2T,2.1,1.262765816
74864,3ZHX,2,1.262752738
74865,5ODB,1.53,1.262750929
74866,7AXS,1.88,1.26274749
74867,2VXS,2.63,1.262743773
74868,3IMP,2.5,1.262732552
74869,7M08,1.7,1.262732413
74870,4X8B,1.7,1.262727527
74871,4QHB,2.44,1.262727191
74872,5XKD,2.39,1.26269707
74873,5YG5,2.75,1.262684298
74874,4B3J,2.5,1.262681899
74875,4DG9,2.55,1.2626748
74876,1UNP,1.65,1.262673226
74877,6P67,2.9,1.262665699
74878,6SKQ,2.1,1.262658466
74879,5Z5O,1.92,1.262649824
74880,7FOS,1.67,1.262626216
74881,1OXK,2.1,1.262610573
74882,6HZQ,1.95,1.262602819
74883,3W92,1.35,1.262591089
74884,4OGQ,2.5,1.262588156
74885,4O7H,1.6,1.262581564
74886,6ERY,1.79,1.262564765
74887,8D6E,2.15,1.262556987
74888,6ZFC,1.65,1.262555661
74889,1ZIY,1.9,1.262553739
74890,6K0S,1.53,1.262535608
74891,5M7G,2.25,1.262524348
74892,9F3J,2.35,1.262514693
74893,3N5H,2.2,1.262512222
74894,2ZTW,2.79,1.262495187
74895,3MXT,1.85,1.262486895
74896,6D7U,2.7,1.262483311
74897,7F20,1.3,1.262468012
74898,3VS8,1.76,1.262454
74899,3BRB,1.9,1.262450089
74900,6IPF,1.77,1.262443675
74901,6N8G,2,1.262421167
74902,6S9S,2.2,1.262411327
74903,8OJP,1.71,1.262393408
74904,3DLB,2.7,1.262391103
74905,6VKA,1.86,1.262385491
74906,6HHE,1.52,1.262373024
74907,3RU0,1.85,1.262356109
74908,6E3H,2.9,1.262345016
74909,8F7N,2.7,1.262342374
74910,6ZQS,1.95,1.262306949
74911,6ITM,2.5,1.262304369
74912,8JKK,2.3,1.262302978
74913,7E90,2.25,1.262292962
74914,5N5T,1.8,1.262275604
74915,7HG1,1.81,1.262256062
74916,6P09,2.05,1.262248566
74917,3SUT,1.9,1.262231584
74918,1WY9,2.1,1.262226937
74919,7KWY,1.7,1.262223374
74920,3F4N,2.4,1.26222024
74921,6HQ4,2.63,1.262217728
74922,7ZSN,2.36,1.262212896
74923,7ZX4,2.08,1.262207056
74924,7QI8,2.2,1.262199133
74925,6D0J,3,1.262192978
74926,2O60,1.55,1.262187482
74927,1S1V,2.6,1.262173941
74928,3KNY,2.6,1.262164978
74929,4XUZ,1.5,1.262155255
74930,4YRT,2.05,1.262145698
74931,6K00,2.2,1.262137025
74932,4UHP,2,1.262129463
74933,3IL2,2.49,1.262124483
74934,2AJD,2.56,1.262120874
74935,2P2V,1.85,1.26211466
74936,4ZPO,2.9,1.262105141
74937,6LIU,2.8,1.262095058
74938,6Z6I,2,1.262090962
74939,4OT6,2.05,1.262067486
74940,4ASH,1.58,1.262033701
74941,4N18,1.97,1.262012216
74942,5KT7,3.15,1.262010044
74943,6TDT,1.53,1.261995447
74944,2ZHF,1.98,1.261975028
74945,5V0U,2.45,1.261974577
74946,7T4I,2.61,1.26196742
74947,4KE2,1.8,1.261953555
74948,6G9E,2.69,1.261951719
74949,2A6N,1.94,1.261947778
74950,9KW2,1.8,1.261917028
74951,3H07,1.95,1.261912502
74952,5GGA,1.75,1.261910358
74953,6EQU,1.65,1.261907892
74954,7P3S,1.55,1.261905507
74955,1W5A,2.4,1.261903175
74956,2PQ9,1.6,1.261889307
74957,9GNS,1.93,1.261875746
74958,8AEB,1.83,1.261874868
74959,6S1L,1.94,1.261854151
74960,2WO2,2.45,1.261850852
74961,8YSD,1.61,1.261844205
74962,2R78,1.6,1.261842368
74963,8UIO,1.75,1.261841515
74964,2PLJ,1.7,1.261802498
74965,8W38,2.6,1.261782055
74966,6P52,1.83,1.261779889
74967,4KEM,1.3,1.261761842
74968,2A84,1.55,1.2617488
74969,7CDV,2.1,1.261743707
74970,3MER,2.2,1.261736231
74971,5L6X,2,1.261718966
74972,5GWW,2.3,1.261718087
74973,4BDC,3,1.261707201
74974,3FYF,2.2,1.261707061
74975,6OAP,1.97,1.261696584
74976,5NGH,2.8,1.261682937
74977,4KTC,2.3,1.261677349
74978,5WRV,1.7,1.261666939
74979,3A3W,1.85,1.261658549
74980,1GD7,2,1.261653201
74981,6N1X,2.35,1.261648026
74982,6CIK,3.15,1.261638916
74983,6MP7,1.75,1.261627533
74984,4LSB,1.8,1.261619854
74985,3OXT,2.2,1.26159693
74986,5HYO,2.1,1.261589499
74987,4LEJ,2.4,1.261572037
74988,8D7P,2.25,1.261567943
74989,2YX5,2.3,1.261562514
74990,1TNO,2.7,1.261556838
74991,3BYI,2.25,1.261553354
74992,4P6I,2.3,1.261540033
74993,8DL2,1.99,1.261535856
74994,6FX2,1.7,1.261526902
74995,6JGB,1.47,1.261526174
74996,7N6J,2,1.26152171
74997,3HGI,1.94,1.261510541
74998,6MBL,2.2,1.261491783
74999,6QR3,1.61,1.261486549
75000,6AFC,1.45,1.261486492
75001,7G4E,2.03,1.261481384
75002,1YKS,1.8,1.26144357
75003,8T88,1.54,1.261440021
75004,5BMI,2.5,1.261438924
75005,4D2V,2.45,1.261436634
75006,1J1D,2.61,1.261435861
75007,1U1J,2.4,1.261426634
75008,3VJJ,3,1.261426582
75009,4RFC,1.65,1.261423598
75010,7VTB,2,1.261421469
75011,1NQ5,2.11,1.26139654
75012,2WHQ,2.15,1.261393204
75013,4GFO,2.3,1.261392798
75014,6FQD,2.1,1.261392341
75015,1ZP3,1.85,1.261390553
75016,5NZ1,2.33,1.261385414
75017,1MWO,2.2,1.261359897
75018,3F4Y,2,1.261347598
75019,5QO8,1.73,1.261343335
75020,2GV8,2.1,1.261342038
75021,1AKU,1.9,1.261321669
75022,4JSS,1.5,1.261311222
75023,3NTQ,2.6,1.261288721
75024,2WCW,1.58,1.261281242
75025,5L0Q,2.76,1.261277894
75026,3WPC,1.6,1.261271222
75027,5EIY,2.95,1.261258022
75028,8EEC,2.5,1.261253531
75029,9FGE,1.6,1.26124783
75030,8FA6,2.6,1.261217286
75031,8DK9,2.5,1.261216259
75032,9DJ9,1.92,1.261213133
75033,7VT2,2.4,1.261210591
75034,8KH3,2,1.261198778
75035,3NAG,1.75,1.261195703
75036,5H5N,2,1.261140514
75037,1V9S,2.1,1.26113749
75038,5TT3,2.2,1.26113368
75039,2R58,2,1.261132881
75040,1TLV,1.95,1.261107015
75041,6WCT,2.1,1.261094945
75042,1OEY,2,1.261090001
75043,6GM3,2.22,1.261081602
75044,5COI,1.62,1.261080758
75045,7ERO,2.12,1.261073977
75046,8IKX,1.5,1.261039234
75047,4PR8,1.16,1.261039058
75048,2FTA,1.61,1.261036787
75049,6E5X,1.5,1.261029008
75050,4FKQ,1.75,1.261023587
75051,2ES9,2,1.261021345
75052,4EGE,2.2,1.261020649
75053,3WYM,2,1.260995563
75054,5B7W,2.08,1.260986234
75055,2GG4,2.1,1.260972691
75056,5WVO,2,1.260950701
75057,7P58,1.89,1.260944292
75058,3SXC,1.9,1.260938576
75059,6ETS,1.33,1.260928622
75060,3SG8,1.8,1.260914552
75061,5F05,1.7,1.260902374
75062,7EBG,1.95,1.260895203
75063,7BU1,2.49,1.260873525
75064,6PJ2,2.1,1.260869775
75065,8POW,1.61,1.260835536
75066,6I06,2,1.260800462
75067,5KLU,1.99,1.260797373
75068,3Q8M,2.6,1.260797357
75069,4CKQ,1.4,1.260796952
75070,6RB1,1.5,1.260787708
75071,1Z11,2.05,1.26078707
75072,6S7M,1.76,1.260784339
75073,8SCD,2.06,1.260767476
75074,7GK0,1.96,1.260762527
75075,7DCL,2.45,1.260757633
75076,3L5U,1.9,1.260737227
75077,4GPS,2.4,1.260704777
75078,3VRL,3.2,1.260703363
75079,2VBS,3,1.260691786
75080,2O0X,1.96,1.260690504
75081,6HCA,1.88,1.260688124
75082,7SEZ,1.7,1.260685809
75083,9L48,1.9,1.260671222
75084,5JDR,2.7,1.260655315
75085,3O13,2.05,1.260647385
75086,5L99,2,1.260646751
75087,5XTM,2.1,1.260635968
75088,6H8W,1.98,1.260632379
75089,5YK4,2.97,1.260624105
75090,4O47,1.9,1.260622619
75091,8FVF,2.1,1.260621205
75092,6Z7Z,2.4,1.260621064
75093,2QV4,1.97,1.260603066
75094,3G0E,1.6,1.260601029
75095,8AFI,2.66,1.260539211
75096,4DIU,2,1.260529975
75097,4JHJ,3.25,1.260518859
75098,5OJU,2.17,1.260502287
75099,8R70,1.8,1.260482546
75100,6I8C,1.92,1.260479679
75101,7Z6X,2.06,1.260475778
75102,7F30,2,1.260474233
75103,5OY3,2.14,1.260471261
75104,7ERP,2.03,1.260467979
75105,2GVY,1.8,1.26044566
75106,1N2B,1.7,1.260441844
75107,4OWP,2.35,1.260438232
75108,6X7Q,1.68,1.260410956
75109,4KWT,1.86,1.260389103
75110,7X8V,1.84,1.260371348
75111,1F17,2.3,1.260362425
75112,5BYZ,1.65,1.260362394
75113,6W2L,2.31,1.260359583
75114,5H0E,2.1,1.260359005
75115,1SW4,1.9,1.260346784
75116,4FK2,1.98,1.260337477
75117,1YAX,2.4,1.260329497
75118,6BPV,1.95,1.26032482
75119,7COB,1.8,1.260288218
75120,5DJV,2.3,1.260285584
75121,6JPN,2.85,1.260261845
75122,6TGH,2.12,1.260244802
75123,5C4H,1.8,1.260239619
75124,4AF1,2,1.260237009
75125,3TTF,1.92,1.260233472
75126,6NPW,2.49,1.260228835
75127,7D22,1.6,1.260222768
75128,2HOS,1.9,1.260218012
75129,9ETJ,2.55,1.260204054
75130,7XTE,2.3,1.260179918
75131,3FZC,2,1.260171478
75132,6KUZ,2.83,1.260154179
75133,3LYF,1.93,1.260150822
75134,8X3V,2.9,1.260150398
75135,3ZWS,1.6,1.260142377
75136,9IT8,1.95,1.260132066
75137,3GND,2.9,1.260120609
75138,2VL5,2.1,1.260111073
75139,8PLR,2.72,1.26009563
75140,5ZVQ,2.5,1.260091042
75141,1C5E,1.1,1.260062078
75142,8EYO,2.49,1.260057881
75143,6F25,3.05,1.260054077
75144,8F3I,2.8,1.260047738
75145,6YG4,2.3,1.260012416
75146,5OSY,2.06,1.260009854
75147,6LAU,3.11,1.259989382
75148,6NGC,2,1.259982774
75149,3O0G,1.95,1.259937992
75150,6MN0,2.4,1.259917435
75151,9HDM,1.55,1.259916379
75152,4XO8,1.7,1.259885272
75153,4N0T,1.7,1.259878293
75154,5NH4,1.8,1.259875629
75155,7ATL,2.48,1.259864796
75156,5CCK,1.95,1.259855569
75157,4YM2,2.1,1.259845245
75158,6PTV,1.85,1.259819299
75159,4WNK,2.42,1.259802957
75160,5NLT,1.9,1.259800361
75161,1XI1,2.2,1.259795962
75162,8W9J,3.5,1.259779737
75163,3C62,1.87,1.259771724
75164,7UUA,1.85,1.259757832
75165,4O2P,2.1,1.259749206
75166,8DZL,1.36,1.259742662
75167,2GK9,2.8,1.259729383
75168,7TCU,2.31,1.259700984
75169,8XKE,1.92,1.259664382
75170,6NGB,1.9,1.259663527
75171,2JHM,1.52,1.25964844
75172,4KCH,2.15,1.259636849
75173,2XBP,1.2,1.259633912
75174,4Y80,2.5,1.259624515
75175,7SEL,2.98,1.259609617
75176,2XYV,2.06,1.259606208
75177,3ME0,2.03,1.259595643
75178,3TA4,2.35,1.259594168
75179,3N5X,1.8,1.259593153
75180,4NKT,1.9,1.259578222
75181,6DXA,2.01,1.259571831
75182,8J8X,1.6,1.259558884
75183,5U9A,2.7,1.259537406
75184,7NBB,1.55,1.259533136
75185,4IU1,1.95,1.259527096
75186,2BSE,2.7,1.259514514
75187,8R1T,2,1.259511807
75188,6ER8,2.29,1.259496773
75189,3ELZ,2.2,1.25946509
75190,6FF5,1.74,1.259449408
75191,8V8Q,1.85,1.259449227
75192,5DP7,2.08,1.259447532
75193,2ZKT,2.4,1.259445852
75194,1K8K,2,1.259425448
75195,7VFQ,1.55,1.259424771
75196,3DEB,1.95,1.259421418
75197,5AP8,2.25,1.259396397
75198,4EA9,0.9,1.259396243
75199,5D1J,1.8,1.259387881
75200,7ZER,1.42,1.259372242
75201,5DZJ,2.1,1.259365702
75202,7F8S,2.63,1.259351439
75203,5OXL,2.66,1.25934926
75204,2OGQ,1.95,1.259343562
75205,8GLB,2.1,1.259342746
75206,2YI9,2.2,1.259333287
75207,2GQN,1.8,1.259320553
75208,3ORX,2.2,1.259291016
75209,3QDD,1.79,1.259286666
75210,2V3C,2.5,1.259284849
75211,1SBK,2,1.259283705
75212,8SSO,1.97,1.259272838
75213,6V1K,1.75,1.259270483
75214,4Y28,2.8,1.259264113
75215,6BFI,2.3,1.259253609
75216,2BR4,2.59,1.259253577
75217,3TXA,2.62,1.259253092
75218,5NU1,1.85,1.259236202
75219,8UHT,2.45,1.259232382
75220,2PQ0,2.6,1.259206779
75221,1UBZ,2,1.259205537
75222,2FTZ,1.9,1.259191541
75223,7VDR,2.55,1.259186163
75224,2BB0,2,1.25918514
75225,8E8V,2.45,1.259174936
75226,7VJN,1.8,1.259168711
75227,5W7I,2.11,1.259125649
75228,7ALC,1.73,1.259119759
75229,2WQA,2.85,1.259106496
75230,2EEY,1.94,1.25909765
75231,4FHW,2.5,1.259083843
75232,5BO2,2,1.259066848
75233,6T4V,1.81,1.259065413
75234,4JLA,2.12,1.259062635
75235,7FCC,2.14,1.259061252
75236,8XO4,2.36,1.259053334
75237,8OUK,1.8,1.259047523
75238,2QTA,1.85,1.259031799
75239,7XQK,2.25,1.259024372
75240,3FV8,2.28,1.259023556
75241,4YR9,2.8,1.259016315
75242,6MQA,3.2,1.259011505
75243,2BEJ,2.1,1.259006641
75244,6W9M,1.59,1.258999763
75245,6F62,2.07,1.258987879
75246,8ADF,2.13,1.258986781
75247,2PEE,2.7,1.25898063
75248,4Y0S,1.9,1.258967591
75249,7ERN,2.05,1.258958917
75250,6C9M,2.8,1.258931361
75251,3LIQ,2.29,1.258908902
75252,7XL5,2.6,1.258903635
75253,2ATF,1.75,1.258877426
75254,7AQ0,1.58,1.258875508
75255,1X8X,2,1.25886469
75256,6XN6,1.7,1.258858778
75257,5WVY,2,1.258852753
75258,1T6Z,2.4,1.258840941
75259,3PM7,2,1.258836767
75260,4Z6D,2.51,1.258832395
75261,8VIS,1.59,1.258829772
75262,7C88,2,1.258826064
75263,6YRU,1.78,1.258822353
75264,4C3M,2.15,1.258814475
75265,5LRJ,2.2,1.25881322
75266,2XNH,2.8,1.258805117
75267,5NCL,3.15,1.258800863
75268,6AUV,1.76,1.258794978
75269,6IWR,2.6,1.258787126
75270,5H63,1.92,1.258781427
75271,5VU5,2.8,1.258766388
75272,7PI7,2.72,1.258762705
75273,8E2B,1.95,1.258759013
75274,6MXV,1.78,1.258748527
75275,4NBH,2.15,1.258742599
75276,3GSD,2.05,1.258715319
75277,2CGF,2.2,1.258712074
75278,3KDG,2,1.258709599
75279,5XXM,1.7,1.258707804
75280,7A1N,2.01,1.258702649
75281,2YYO,2,1.258694077
75282,4YTU,2.2,1.258681984
75283,3CBB,2,1.258681728
75284,6BQ4,1.89,1.258671951
75285,3LXB,2.85,1.258662982
75286,3T33,2.25,1.258660609
75287,5V60,2.18,1.258649243
75288,8D1X,2.8,1.258648705
75289,1JSC,2.6,1.258639265
75290,7S0P,1.3,1.258632048
75291,6TJL,1.87,1.258624424
75292,6C4A,1.8,1.258623401
75293,5VJL,2.6,1.2586217
75294,6K95,2.29,1.258619827
75295,3PWU,1.9,1.258613445
75296,5TQ7,2.1,1.258606848
75297,3F7W,1.85,1.258601101
75298,7QU3,1.6,1.258594986
75299,4JIB,1.72,1.258587418
75300,4JF9,2.33,1.258582681
75301,5DP5,2.03,1.258578382
75302,2WU1,2.2,1.258555765
75303,2GET,2.35,1.258553392
75304,5ERN,2.43,1.258549197
75305,4WB0,1.91,1.258523729
75306,8IL8,1.77,1.258507932
75307,7GD0,1.65,1.258504869
75308,8AO7,1.61,1.258500965
75309,6BYJ,2.9,1.258497593
75310,1WDA,2.3,1.25848817
75311,3EWO,1.8,1.258477168
75312,4CB8,2.9,1.258432611
75313,5BQE,2.3,1.258399829
75314,1RDO,1.7,1.258393394
75315,8GSS,1.9,1.258390432
75316,4HFV,1.9,1.25836381
75317,1MK7,2.2,1.258333956
75318,3HMY,2,1.258329793
75319,1SY0,1.15,1.258324771
75320,6UIT,2.81,1.258320325
75321,4DVA,1.94,1.258317266
75322,6D3G,2.4,1.258315912
75323,7XHY,2.16,1.258303731
75324,1Q5O,2.3,1.258299497
75325,7COJ,2,1.258283271
75326,2OPS,2.3,1.258262173
75327,3H59,2.1,1.258261617
75328,8A4K,1.95,1.258259225
75329,4XB2,2.43,1.258250211
75330,3UEI,2.7,1.258244066
75331,2FGG,2.3,1.258241151
75332,5CQ8,1.65,1.258227567
75333,3PTJ,2.6,1.258227452
75334,4M7F,2.1,1.258210415
75335,3M19,1.7,1.258195831
75336,4LHB,2.5,1.258194926
75337,4Y06,2.18,1.258170879
75338,5DCD,2.31,1.258170654
75339,3KME,1.85,1.258160431
75340,1TC2,1.81,1.258153733
75341,3JU5,1.75,1.258153499
75342,6G91,1.8,1.258152962
75343,2RKA,1.95,1.258142806
75344,1XHN,1.95,1.258134084
75345,4DTG,1.8,1.258116257
75346,3EXN,1.8,1.258103045
75347,3L9Z,2.08,1.258075722
75348,5UVD,1.86,1.258052824
75349,2H2H,2.2,1.258049658
75350,5ONY,1.6,1.258047994
75351,4RXZ,1.55,1.258047596
75352,2W4K,1.9,1.258020983
75353,5EOI,1.8,1.257994383
75354,3QRL,1.7,1.257994023
75355,3MQY,2,1.257993062
75356,1ZEB,1.9,1.257991395
75357,3FPL,1.9,1.257964302
75358,3IV4,1.5,1.257960565
75359,5T30,1.77,1.257960377
75360,1N7P,1.55,1.257943078
75361,7LOW,2.39,1.257935014
75362,2C4G,2.7,1.257916381
75363,5FBV,3.29,1.257865105
75364,7M0T,3.19,1.257860701
75365,1Y4S,2.9,1.257860031
75366,4BQF,2.35,1.257858907
75367,6WYC,1.5,1.257853921
75368,5XSP,2.15,1.257849948
75369,3PDY,2.22,1.257831031
75370,8GIT,2.72,1.257825655
75371,6DY6,1.8,1.257821249
75372,2BRL,2.4,1.257804057
75373,3NLX,1.87,1.257801926
75374,2CO7,1.8,1.257776839
75375,7FMN,1.6,1.257760274
75376,4WYV,3,1.257751991
75377,5AYK,2.25,1.257750986
75378,6P0E,1.85,1.257738238
75379,5AK5,2.22,1.257735382
